,,,,,,,
,Lesson 9 English Grammar Quiz,,,,,,
,"Questions based on Lesson 9 workbook exercises covering partial negation, quantifiers, and adverbs.",,,,,
,"Remember: questions have a limit of 95 characters and answers can have 60 characters max. Text will turn red in Excel or Google Docs if you exceed this limit. If several answers are correct, separate them with a comma.  ",,,,,,
,"And remember,  if you're not using Excel you need to export to .xlsx format before you upload to Kahoot!",,,,,,
,,,,,,,
,Question - max 95 characters,Answer 1 - max 60 characters,Answer 2 - max 60 characters,Answer 3 - max 60 characters,Answer 4 - max 60 characters,"Time limit (sec) - 5,10,20,30,60,90 or 120 secs",Correct answer(s) - choose at least one
1,There were _____ people in the theater.,few,little,many,several,20,1
2,There was _____ milk in the fridge.,little,few,many,several,20,1
3,I can _____ hear her.,hardly,hard,not,no,20,1
4,Not _____ of the students use the cafeteria.,all,every,both,none,20,1
5,_____ every student speaks Chinese.,Not,None,No,Never,20,1
6,Not all the people in this village are _____.,satisfied,happy,pleased,content,30,1
7,_____ people joined the festival last year.,few,many,some,several,30,1
8,It is not _____ true that money brings happiness.,always,sometimes,never,often,30,1
9,There is _____ difference between the two stories.,little,much,no,significant,30,1
10,The injured cat could _____ move.,hardly,easily,quickly,slowly,30,1
11,I haven't read _____ of these books yet.,all,some,many,none,30,1
12,Not _____ the employees are hardworking.,all,some,many,most,30,1
13,I could _____ believe his words.,hardly,easily,clearly,well,30,1
14,Not _____ in this town uses this library.,everyone,someone,anyone,people,30,1
15,The progress of science doesn't _____ lead to happiness.,always,sometimes,never,often,30,1
16,I _____ eat sweets after nine.,hardly,always,very,some,30,1
17,Not _____ can use this facility.,everyone,someone,anyone,people,30,1
18,Those who are talented don't _____ succeed.,always,sometimes,never,often,30,1
19,I have _____ knowledge about classical music.,little,much,none,significantly,30,1
20,We can _____ imagine living without smartphones.,hardly,easily,clearly,well,30,1
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
